ID	Name	CPUPerc	MemUsage	NetIO	BlockIO
ed6a63401758	company-api	47.51%	92.48MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.16kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.61kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.3MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.85%	91.95MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.16kB / 0B	0B / 0B
cec21d123494	my-db	0.01%	111.9MiB / 3.841GiB	1.61kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.3MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	46.22%	92.24MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.16kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	111.9MiB / 3.841GiB	1.61kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.3MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	43.21%	92.5MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.16kB / 0B	0B / 0B
cec21d123494	my-db	0.01%	112.2MiB / 3.841GiB	1.61kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.3MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	50.85%	92.54MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.16kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	112.2MiB / 3.841GiB	1.61kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.3MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	55.62%	91.97MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.16kB / 0B	0B / 0B
cec21d123494	my-db	0.01%	112.2MiB / 3.841GiB	1.61kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.3MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	45.17%	92.04MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.16kB / 0B	0B / 0B
cec21d123494	my-db	0.03%	112.2MiB / 3.841GiB	1.61kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.3MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.61%	92.57MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.16kB / 0B	0B / 0B
cec21d123494	my-db	0.01%	112.2MiB / 3.841GiB	1.61kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.3MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	47.54%	92.26MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.01%	27.25MiB / 3.841GiB	1.16kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	112.2MiB / 3.841GiB	1.61kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.3MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	46.04%	91.93MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.01%	27.25MiB / 3.841GiB	1.16kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	112.2MiB / 3.841GiB	1.61kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.3MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	45.49%	91.85MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.16kB / 0B	0B / 0B
cec21d123494	my-db	0.01%	112.2MiB / 3.841GiB	1.61kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.3MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	43.33%	92.11MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.16kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	112.2MiB / 3.841GiB	1.61kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.3MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	46.89%	92.46MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.16kB / 0B	0B / 0B
cec21d123494	my-db	0.01%	112.2MiB / 3.841GiB	1.61kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.3MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.30%	92.38MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.16kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.4MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	42.95%	92.02MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.16kB / 0B	0B / 0B
cec21d123494	my-db	0.01%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.4MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	42.81%	92.04MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.01%	27.25MiB / 3.841GiB	1.16kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.4MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	46.33%	92.2MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.16kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.4MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	45.64%	92.3MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.16kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.4MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	47.72%	92.77MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.16kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.4MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	48.35%	93.07MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.16kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.4MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	43.96%	92.12MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.01%	27.25MiB / 3.841GiB	1.16kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.4MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	48.84%	92.2MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.16kB / 0B	0B / 0B
cec21d123494	my-db	0.03%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.4MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	47.98%	92.52MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.16kB / 0B	0B / 0B
cec21d123494	my-db	0.04%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.4MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.71%	92.79MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.16kB / 0B	0B / 0B
cec21d123494	my-db	0.03%	112.3MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.4MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	45.73%	92.16MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.16kB / 0B	0B / 0B
cec21d123494	my-db	0.06%	112.3MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.4MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	45.66%	92.25MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.16kB / 0B	0B / 0B
cec21d123494	my-db	0.01%	112.3MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.4MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	45.07%	92.54MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.16kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	112.3MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.4MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	47.83%	92.53MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.02%	27.25MiB / 3.841GiB	1.23kB / 0B	0B / 0B
cec21d123494	my-db	0.01%	112.3MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.4MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	46.24%	92.67MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.23kB / 0B	0B / 0B
cec21d123494	my-db	0.01%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.4MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	43.47%	91.96MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.23kB / 0B	0B / 0B
cec21d123494	my-db	0.01%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.4MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	43.69%	92.11MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.23kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.4MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	43.66%	92.58MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.23kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.4MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	43.63%	92.53MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.23kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.4MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	43.49%	92.77MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.23kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.4MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.08%	92.2MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.23kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.4MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	45.66%	92.45MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.23kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.4MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.38%	92.41MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.23kB / 0B	0B / 0B
cec21d123494	my-db	0.04%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.4MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.05%	92.85MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.23kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.4MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.09%	92.08MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.23kB / 0B	0B / 0B
cec21d123494	my-db	0.01%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.4MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	45.30%	92.17MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.23kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.4MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.18%	92.32MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.23kB / 0B	0B / 0B
cec21d123494	my-db	0.01%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.4MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	45.78%	92.45MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.23kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.4MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.02%	92.44MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.23kB / 0B	0B / 0B
cec21d123494	my-db	0.01%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.8MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	50.46%	91.93MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.01%	27.25MiB / 3.841GiB	1.23kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.8MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	48.60%	92.03MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.23kB / 0B	0B / 0B
cec21d123494	my-db	0.01%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.8MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	43.83%	92.2MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.23kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.8MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.86%	92.46MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.23kB / 0B	0B / 0B
cec21d123494	my-db	0.03%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.8MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	47.44%	92.9MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.23kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.8MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.27%	92.11MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.23kB / 0B	0B / 0B
cec21d123494	my-db	0.04%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.8MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	47.50%	92.21MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.01%	27.25MiB / 3.841GiB	1.23kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.8MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.88%	92.31MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.23kB / 0B	0B / 0B
cec21d123494	my-db	0.03%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.8MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	48.23%	92.69MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.23kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.8MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	45.41%	92.74MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.23kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
